Year,Title,Authors,Institution Name,Institution Country,Citation Count,Topic
2017,Experimental Verification of Entanglement Generated in a Plasmonic System,"Frederik Dieleman, Mark Tame, Yannick Sonnefraud, M.S. Kim, Stefan A. Maier","Institut Néel, Centre National de la Recherche Scientifique, National Institute for Theoretical Physics, Imperial College London, University of KwaZulu-Natal, Ludwig-Maximilians-Universität München","GB, DE, FR, ZA",21,Quantum Technology
2017,Estimating phase with a random generator: Strategies and resources in multiparameter quantum metrology,"Rozhin Yousefjani, Rosanna Nichols, S. Salimi, Gerardo Adesso","University of Kurdistan, University of Nottingham","GB, IR",21,Quantum Technology
2017,Quantum signals could soon span the globe,Eleni Diamanti,"Sorbonne Université, Centre National de la Recherche Scientifique",FR,21,Quantum Technology
2018,One-way quantum computing in superconducting circuits,"F. Albarrán-Arriagada, G. Alvarado Barrios, Mikel Sanz, G. Romero, Lucas Lamata, J. C. Retamal, E. Solano","Ikerbasque, Universidad de Santiago de Chile, University of the Basque Country, Shanghai University","ES, CN, CL",21,Quantum Technology
2018,Quantum measurements and quantum metrology,"Mauro Paternostro, Diogo de Oliveira Soares Pinto",Unknown Institution,Unknown Country,21,Quantum Technology
2018,Measurement Quench in Many-Body Systems,"Abolfazl Bayat, Bedoor Alkurtass, Pasquale Sodano, Henrik Johannesson, Sougato Bose","University of Gothenburg, University College London, King Saud University, Universidade Federal do Rio Grande do Norte, University of Electronic Science and Technology of China, Beijing Computational Science Research Center","GB, CN, SE, SA, BR",21,Quantum Technology
2018,Symmetries and entanglement features of inner-mode-resolved correlations of interfering nonidentical photons,"Simon Laibacher, Vincenzo Tamma","Center for Integrated Quantum Science and Technology, University of Portsmouth, Universität Ulm","GB, DE",21,Quantum Technology
2018,On Interpretational Questions for Quantum-Like Modeling of Social Lasing,"Andrei Khrennikov, A. P. Alodjants, A. G. Trofimova, D. V. Tsarev","ITMO University, Linnaeus University","RU, SE",21,Quantum Technology
2019,Advances in Quantum Dense Coding,"Yu Guo, Bi‐Heng Liu, Chuan‐Feng Li, Guang‐Can Guo",University of Science and Technology of China,CN,21,Quantum Technology
2018,The Review of the Commercial Quantum Key Distribution System,"Anton Pljonkin, Pradeep Kumar Singh","Jaypee University of Information Technology, Southern Federal University","RU, IN",21,Quantum Technology
2018,Experimental Demonstration of Quantum Stationary Light Pulses in an Atomic Ensemble,"Kwang-Kyoon Park, Young‐Wook Cho, Young-Tak Chough, Yoon-Ho Kim","Pohang University of Science and Technology, Korea Institute of Science & Technology Information, Gwangju University",KR,21,Quantum Technology
2019,"Preparing single SiV<sup>−</sup> center in nanodiamonds for external, optical coupling with access to all degrees of freedom","Stefan Häußler, Lukas Hartung, Konstantin G. Fehler, Lukas Antoniuk, L. F. Kulikova, V. A. Davydov, V. Agafonov, Fedor Jelezko, Alexander Kubanek","Université de Tours, Commissariat à l'Énergie Atomique et aux Énergies Alternatives, Center for Integrated Quantum Science and Technology, Institute for High Pressure Physics, Centre National de la Recherche Scientifique","FR, RU, DE",21,Quantum Technology
2019,Electron-Induced State Conversion in Diamond NV Centers Measured with Pump–Probe Cathodoluminescence Spectroscopy,"Magdalena Solà-Garcia, Sophie Meuret, Toon Coenen, Albert Polman",Institute for Atomic and Molecular Physics,NL,21,Quantum Technology
2019,Deterministically fabricated solid-state quantum-light sources,"Sven Rodt, Stephan Reitzenstein, Tobias Heindel",Technische Universität Berlin,DE,21,Quantum Technology
2018,Challenges in Open-air Microwave Quantum Communication and Sensing,"Mikel Sanz, Kirill G. Fedorov, Frank Deppe, Enrique Solano","Technical University of Munich, University of the Basque Country","ES, DE",21,Quantum Technology
2017,Quantifying Quantum-Mechanical Processes,"Jen-Hsiang Hsieh, Shih-Hsuan Chen, Che‐Ming Li",National Cheng Kung University,TW,21,Quantum Technology
2018,Quantum communication protocols as a benchmark for programmable quantum computers,"A. A. Zhukov, Evgeniy O. Kiktenko, A. A. Elistratov, W. V. Pogosov, Yu. E. Lozovik","All Russia Research Institute of Automatics, Russian Quantum Center",RU,21,Quantum Technology
2018,Highly Efficient Optical Pumping of Spin Defects in Silicon Carbide for Stimulated Microwave Emission,"M. Fischer, Andreas Sperlich, Hannes Kraus, Takeshi Ohshima, G. V. Astakhov, Vladimir Dyakonov","University of Würzburg, National Institutes for Quantum Science and Technology","DE, JP",21,Quantum Technology
2016,Silicon Quantum Photonics,"Damien Bonneau, Joshua W. Silverstone, Mark G. Thompson",University of Bristol,GB,21,Quantum Technology
2016,,,Unknown Institution,Unknown Country,21,Quantum Technology
2017,Quantum correlations between single telecom photons and a multimode on-demand solid-state quantum memory,"A. Seri, A. Lenhard, D. Rielander, M. Gundogan, P. Ledingham, Margherita Mazzera, Henri de Riedmatten","Institució Catalana de Recerca i Estudis Avançats, Institute of Photonic Sciences",ES,21,Quantum Technology
2016,Quantum Linear Systems Theory,Ian R. Petersen,Unknown Institution,Unknown Country,20,Quantum Technology
2016,Sorting quantum systems efficiently,Radu Ionicioiu,Horia Hulubei National Institute for R and D in Physics and Nuclear Engineering,RO,20,Quantum Technology
2016,Quantum metrology including state preparation and readout times,"Shane Dooley, William J. Munro, Kae Nemoto","NTT Basic Research Laboratories, National Institute of Informatics",JP,20,Quantum Technology
2016,Measuring and imaging nanomechanical motion with laser light,"Andreas Barg, Yeghishe Tsaturyan, Erik Belhage, William H. P. Nielsen, C. Møller, Albert Schließer",Unknown Institution,Unknown Country,20,Quantum Technology
2019,Storage and Reemission of Heralded Telecommunication-Wavelength Photons Using a Crystal Waveguide,"Mohsen Falamarzi Askarani, Marcel.li Grimau Puigibert, Thomas A. Lutz, Varun B. Verma, Matthew D. Shaw, Sae Woo Nam, Neil Sinclair, Daniel Oblak, Wolfgang Tittel","University of Calgary, ETH Zurich, QuTech, California Institute of Technology, Delft University of Technology, Jet Propulsion Laboratory, National Institute of Standards and Technology, University of Basel","CA, CH, US, NL",20,Quantum Technology
2019,The Second Quantum Revolution: From Entanglement to Quantum Computing and Other Super-Technologies,Lars Jaeger,Unknown Institution,Unknown Country,20,Quantum Technology
2019,Quantum Micro–Nano Devices Fabricated in Diamond by Femtosecond Laser and Ion Irradiation,"Shane M. Eaton, John P. Hadden, Vibhav Bharadwaj, J. Forneris, Federico Picollo, Federico Bosia, Belén Sotillo, Argyro N. Giakoumaki, Ottavia Jedrkiewicz, Andrea Chiappini, Maurizio Ferrari, Roberto Osellame, Paul E. Barclay, P. Olivero, Roberta Ramponi","University of Insubria, University of Calgary, Cardiff University, Istituto di Fotonica e Nanotecnologie, Politecnico di Milano, University of Turin, Istituto Nazionale di Fisica Nucleare, Sezione di Torino","GB, CA, IT",20,Quantum Technology
2019,"Fast, Accurate, and Realizable Two-Qubit Entangling Gates by Quantum Interference in Detuned Rabi Cycles of Rydberg Atoms",Xiaofeng Shi,Xidian University,CN,20,Quantum Technology
2019,Cryo-CMOS Electronics for Quantum Computing Applications,Edoardo Charbon,École Polytechnique Fédérale de Lausanne,CH,20,Quantum Technology
2019,Measurement Induced Synthesis of Coherent Quantum Batteries,"Mariia Gumberidze, Michal Kolář, Radim Filip",Palacký University Olomouc,CZ,20,Quantum Technology
2019,Quantum process capability,"Chung-Cheng Kuo, Shih-Hsuan Chen, Wei-Ting Lee, Hung-Ming Chen, He Lu, Che‐Ming Li","National Cheng Kung University, Shandong University","TW, CN",20,Quantum Technology
2020,Quantum Artificial Intelligence: A “precautionary” U.S. approach?,Richard D. Taylor,Pennsylvania State University,US,20,Quantum Technology
2020,Tunable refrigerator for nonlinear quantum electric circuits,"Hao Hsu, Matti Silveri, András Gunyhó, Jan Goetz, Gianluigi Catelani, Mikko Möttönen","IQM (Finland), RWTH Aachen University, Aalto University, VTT Technical Research Centre of Finland, Forschungszentrum Jülich, University of Oulu","FI, DE",20,Quantum Technology
2020,Single-photon quantum regime of artificial radiation pressure on a surface acoustic wave resonator,"Atsushi Noguchi, Rekishu Yamazaki, Yutaka Tabuchi, Yasunobu Nakamura",The University of Tokyo,JP,20,Quantum Technology
2020,Color centers in diamond for quantum applications,"Gergő Thiering, Ádám Gali","HUN-REN Wigner Research Centre for Physics, Budapest University of Technology and Economics",HU,20,Quantum Technology
2020,Isotropic Scalar Quantum Sensing of Magnetic Fields for Industrial Application,"Robert Staacke, Roger John, Ralf Wunderlich, Ludwig Horsthemke, Wolfgang Knolle, Christian Laube, Peter Glösekötter, B. Burchard, Bernd Abel, Jan Meijer","Leibniz Institute of Surface Engineering, Elmos Semiconductor (Germany), FH Münster, Leipzig University",DE,20,Quantum Technology
2020,Semi-Quantum Proxy Signature Scheme with Quantum Walk-Based Teleportation,"Tao Zheng, Yan Chang, Lili Yan, Shibin Zhang",Chengdu University of Information Technology,CN,20,Quantum Technology
2020,Quantum thermodynamics and quantum coherence engines,"Aslı Tuncer, Özgür E. Müstecaplıoğlu",Koç University,TR,20,Quantum Technology
2020,Engineering telecom single-photon emitters in silicon for scalable quantum photonics,"M. Hollenbach, Yonder Berencén, Ulrich Kentsch, M. Helm, G. V. Astakhov","Helmholtz-Zentrum Dresden-Rossendorf, TU Dresden",DE,20,Quantum Technology
2019,Scalable feedback control of single photon sources for photonic quantum technologies,"Jacques Carolan, Uttara Chakraborty, Nicholas C. Harris, Mihir Pant, Tom Baehr‐Jones, Michael Hochberg, Dirk Englund","Lightmatter (United States), Massachusetts Institute of Technology",US,20,Quantum Technology
2020,Utilising NV based quantum sensing for velocimetry at the nanoscale,"D. Cohen, Ramil Nigmatullin, Oded Kenneth, Fedor Jelezko, Maxim Khodas, Alex Retzker","Technion – Israel Institute of Technology, Hebrew University of Jerusalem, Center for Integrated Quantum Science and Technology, The University of Sydney","IL, DE, AU",20,Quantum Technology
2020,Precise pulse shaping for quantum control of strong optical transitions,"Yudi Ma, Xing Huang, Xiaoqing Wang, Lingjing Ji, Yizun He, Liyang Qiu, Jian Zhao, Yuzhuo Wang, Saijun Wu","Fudan University, Shanxi University, State Key Laboratory of Quantum Optics and Quantum Optics Devices, State Key Laboratory of Surface Physics",CN,20,Quantum Technology
2016,Quantum measurement-induced antiferromagnetic order and density modulations in ultracold Fermi gases in optical lattices,"Gabriel Mazzucchi, Santiago F. Caballero-Benítez, I. B. Mekhov",University of Oxford,GB,20,Quantum Technology
2020,Experimental Self-Characterization of Quantum Measurements,"Aonan Zhang, Jie Xie, Huichao Xu, Kaimin Zheng, Han Zhang, Yiu‐Tung Poon, Vlatko Vedral, Lijian Zhang","Centre for Quantum Technologies, Nanjing University, National Laboratory of Solid State Microstructures, Iowa State University, National University of Singapore, University of Oxford, Southern University of Science and Technology, Collaborative Innovation Center of Advanced Microstructures, Peng Cheng Laboratory","GB, CN, US, SG",19,Quantum Technology
2020,Enhancing quantum vacuum signatures with tailored laser beams,"Felix Karbstein, Elena A. Mosman","Helmholtz Institute Jena, Tomsk Polytechnic University, Friedrich Schiller University Jena, National Research Tomsk State University","RU, DE",19,Quantum Technology
2020,Proof-of-principle demonstration of compiled Shor’s algorithm using a quantum dot single-photon source,"Z.-C. Duan, Jin-Peng Li, Jian Qin, Ying Yu, Yong-Heng Huo, Sven Höfling, Chao‐Yang Lu, Nai-Le Liu, Kai Chen, Jian-Wei Pan","Sun Yat-sen University, University of Science and Technology of China, University of St Andrews, University of Würzburg, CAS Key Laboratory of Urban Pollutant Conversion","GB, CN, DE",19,Quantum Technology
2020,Roadmap for photon-magnon coupling and its applications,"Biswanath Bhoi, Sang‐Koog Kim","Creative Research, Seoul National University","GB, KR",19,Quantum Technology
2020,Optimisation of diamond quantum processors,"YunHeng Chen, Sophie Stearn, Scott Vella, Andrew Horsley, Marcus W. Doherty",Australian National University,AU,19,Quantum Technology
2020,A concise review of Rydberg atom based quantum computation and quantum simulation*,"Xiaoling Wu, Xinhui Liang, Yaoqi Tian, Fan Yang, Cheng Chen, Yong‐Chun Liu, Meng Khoon Tey, Li You","Institute of Theoretical Physics, Chinese Academy of Sciences, Beijing Academy of Quantum Information Sciences, University of Chinese Academy of Sciences, Tsinghua University",CN,19,Quantum Technology
2020,Engineering of microfabricated ion traps and integration of advanced on-chip features,"Zak David Romaszko, Seokjun Hong, Martin Siegele, Reuben K. Puddy, Foni Raphaël Lebrun-Gallagher, Sebastian Weidt, W. K. Hensinger",University of Sussex,GB,18,Quantum Technology
2020,Long-lifetime coherence in a quantum emitter induced by a metasurface,"Emmanuel Lassalle, Philippe Lalanne, Syed Abdullah Aljunid, Patrice Genevet, Brian Stout, Thomas Durt, David Wilkowski","Université Côte d'Azur, Centrale Marseille, Institut d’Optique Graduate School, Centre for Quantum Technologies, National University of Singapore, Centre National de la Recherche Scientifique, Nanyang Technological University, Sorbonne Université, Institut Fresnel","FR, SG",18,Quantum Technology
2020,Quantum limits for precisely estimating the orientation and wobble of dipole emitters,"Oumeng Zhang, Matthew D. Lew",Washington University in St. Louis,US,18,Quantum Technology
2020,Experimental and Theoretical Analysis of Noise Strength and Environmental Correlation Time for Ensembles of Nitrogen-Vacancy Centers in Diamond,"Kan Hayashi, Yuichiro Matsuzaki, Takaki Ashida, Shinobu Onoda, Hiroshi Abe, Takeshi Ohshima, Mutsuko Hatano, Takashi Taniguchi, Hiroki Morishita, Masanori Fujiwara, Norikazu Mizuochi","Kyoto University, Tokyo Institute of Technology, National Institute for Materials Science, National Institute of Advanced Industrial Science and Technology, Kyoto University Institute for Chemical Research, National Institutes for Quantum Science and Technology",JP,18,Quantum Technology
2021,Establishing a Legal-Ethical Framework for Quantum Technology,Mauritz Kop,Stanford Medicine,US,17,Quantum Technology
2021,Chip-based quantum communications,"Qingqing Wang, Yun Zheng, Chonghao Zhai, Xudong Li, Qihuang Gong, Jianwei Wang","Peking University, Collaborative Innovation Center of Quantum Matter, Shanxi University",CN,17,Quantum Technology
2021,Direct Tomography of High-Dimensional Density Matrices for General Quantum States of Photons,"Yiyu Zhou, Jiapeng Zhao, Darrick Hay, Kendrick McGonagle, Robert W. Boyd, Zhimin Shi","University of Rochester, University of Ottawa, University of South Florida","CA, US",17,Quantum Technology
